Modelo_Auto,Ano_Auto,ID_Modelo,Pais_Venta,Continente_Venta,Marca_Auto,Segmento_Auto,Es_Electrico,Tipo_Transmision,Es_Nuevo,Unidades_Vendidas,Total_Ventas
CR-V,2015,A9764-76,Canadá,América,Honda,SUV Compacto,No,Automático,No,456,229922432.64
RAV4,2024,G2428-28,Italia,Europa,Toyota,SUV Compacto,Sí,Automático,Sí,3873,43029469.51
Focus,2015,S1042-16,Corea del Sur,Asia,Ford,Compacto,No,Manual,No,3876,105201300.24
Kona,2023,T7696-73,Australia,Oceanía,Hyundai,SUV Subcompacto,No,Manual,Sí,975,248725276.38
Cherokee,2017,L3971-22,Canadá,América,Jeep,SUV Mediano,No,Manual,No,4784,73304215.73
3 Series,2016,G3573-17,Corea del Sur,Asia,BMW,Sedan Premium,No,Automático,No,3916,93281738.24
Camry,2021,F7854-55,Australia,Oceanía,Toyota,Sedan Mediano,No,Automático,No,4699,93784894.57
Focus,2019,O3751-90,Francia,Europa,Ford,Compacto,No,Manual,No,120,7779608.17
Tucson,2018,E5186-72,Canadá,América,Hyundai,SUV Compacto,No,Automático,No,3250,233845717.0
Model 3,2019,K2410-51,Brasil,América,Tesla,Sedan,Sí,Automático,No,4958,86284909.86
RAV4,2015,L9905-42,Reino Unido,Europa,Toyota,SUV Compacto,No,Automático,No,3490,184231361.91
Corolla,2018,S9611-57,Estados Unidos,América,Toyota,Compacto,No,Automático,No,3552,190199849.13
Civic,2020,J9042-56,Reino Unido,Europa,Honda,Compacto,No,Manual,No,2696,10199249.7
Golf,2023,S7201-47,China,Asia,Volkswagen,Compacto,No,Manual,Sí,2208,132907061.39
Focus,2023,L5323-48,Corea del Sur,Asia,Ford,Compacto,No,Automático,Sí,2486,152283755.62
Cherokee,2022,N9620-42,Japón,Asia,Jeep,SUV Mediano,No,Manual,No,1743,185185516.29
Q5,2021,W9375-75,España,Europa,Audi,SUV Premium,Sí,Automático,No,3713,160059829.87
RAV4,2018,P3711-25,Estados Unidos,América,Toyota,SUV Compacto,No,Manual,No,1849,217979868.06
CX-5,2021,X2718-95,Francia,Europa,Mazda,SUV Compacto,No,Manual,No,927,209564705.66
CX-5,2016,B9417-50,Australia,Oceanía,Mazda,SUV Compacto,No,Manual,No,3899,133559695.9
C-Class,2017,H3690-29,Reino Unido,Europa,Mercedes-Benz,Sedan Premium,No,Manual,No,4323,60310651.6
RAV4,2021,L1663-69,India,Asia,Toyota,SUV Compacto,Sí,Manual,No,1304,228400561.05
Civic,2017,Q5329-72,España,Europa,Honda,Compacto,No,Manual,No,4346,244661127.8
3 Series,2019,Y7143-98,Italia,Europa,BMW,Sedan Premium,No,Automático,No,3822,81716107.35
Mustang,2024,S5846-23,España,Europa,Ford,Deportivo,No,Automático,Sí,2545,110531955.31
3 Series,2024,P6292-50,India,Asia,BMW,Sedan Premium,No,Manual,Sí,1545,90098037.77
RAV4,2015,A6560-10,China,Asia,Toyota,SUV Compacto,No,Automático,No,4021,230535474.06
CR-V,2021,F4809-72,Reino Unido,Europa,Honda,SUV Compacto,No,Manual,No,4985,237610882.55
Silverado,2020,J1770-63,Brasil,América,Chevrolet,Pickup Grande,No,Automático,No,4184,147323679.32
Camry,2020,V7075-30,Reino Unido,Europa,Toyota,Sedan Mediano,No,Automático,No,4989,184439022.15
Cherokee,2022,D1433-28,Alemania,Europa,Jeep,SUV Mediano,No,Automático,No,2710,143730700.58
CR-V,2019,G5307-78,China,Asia,Honda,SUV Compacto,No,Automático,No,2055,216244434.87
Model 3,2021,E8454-80,Corea del Sur,Asia,Tesla,Sedan,Sí,Manual,No,2140,162574553.85
Model 3,2021,I9821-62,Argentina,América,Tesla,Sedan,Sí,Automático,No,2774,127779412.67
Kona,2019,N1031-74,Australia,Oceanía,Hyundai,SUV Subcompacto,No,Automático,No,1962,165383908.55
F-150,2023,A3646-93,Canadá,América,Ford,Pickup Grande,No,Automático,Sí,3465,132049914.24
Sprinter,2022,B1680-23,Japón,Asia,Mercedes-Benz,Comercial,No,Manual,No,4742,187446417.05
Sprinter,2023,K8186-72,India,Asia,Mercedes-Benz,Comercial,No,Manual,Sí,229,54330592.45
Cherokee,2020,J8237-95,Argentina,América,Jeep,SUV Mediano,No,Automático,No,3062,88039297.25
Silverado,2018,H9323-58,Alemania,Europa,Chevrolet,Pickup Grande,No,Automático,No,2694,28055634.33
F-150,2020,H9821-37,India,Asia,Ford,Pickup Grande,No,Automático,No,3783,121228256.27
CR-V,2017,T5702-42,Australia,Oceanía,Honda,SUV Compacto,No,Manual,No,3671,14191240.42
Cherokee,2022,W6058-60,Canadá,América,Jeep,SUV Mediano,No,Manual,No,1740,132986510.51
CX-5,2016,D3651-70,Estados Unidos,América,Mazda,SUV Compacto,No,Automático,No,3570,169004031.25
3 Series,2016,U9715-87,Francia,Europa,BMW,Sedan Premium,No,Manual,No,836,115082788.29
Model 3,2024,J1931-10,Reino Unido,Europa,Tesla,Sedan,Sí,Automático,No,2207,95437708.59
CX-5,2022,Q1436-86,India,Asia,Mazda,SUV Compacto,No,Manual,No,2837,178109193.56
3 Series,2022,R5061-41,Sudáfrica,África,BMW,Sedan Premium,No,Automático,No,1260,230069433.06
Fusion,2023,D7831-62,Argentina,América,Ford,Sedan,No,Automático,Sí,371,74557323.39
Model 3,2017,I3066-50,Brasil,América,Tesla,Sedan,Sí,Manual,No,2332,217445298.29
Model 3,2022,D4333-63,Estados Unidos,América,Tesla,Sedan,Sí,Automático,No,3210,41810153.69
Q5,2015,N5618-11,Argentina,América,Audi,SUV Premium,Sí,Automático,No,801,36404769.26
Kona,2023,V2772-80,Argentina,América,Hyundai,SUV Subcompacto,No,Manual,Sí,4994,209855973.59
CX-5,2019,L9457-99,India,Asia,Mazda,SUV Compacto,No,Manual,No,4080,41875561.68
C-Class,2023,M5837-11,China,Asia,Mercedes-Benz,Sedan Premium,No,Manual,Sí,4482,81599705.96
Civic,2019,J2011-32,Sudáfrica,África,Honda,Compacto,No,Automático,No,2470,104029468.61
Civic,2017,F2371-79,Reino Unido,Europa,Honda,Compacto,No,Automático,No,1514,171150671.32
Q5,2016,Y6154-33,España,Europa,Audi,SUV Premium,No,Automático,No,4915,126657496.74
Q5,2021,O5300-32,Argentina,América,Audi,SUV Premium,No,Automático,No,561,235550473.38
Q5,2018,K6411-51,Corea del Sur,Asia,Audi,SUV Premium,No,Automático,No,2262,190882648.54
Camry,2024,L8040-49,Argentina,América,Toyota,Sedan Mediano,No,Manual,Sí,346,141368910.2
Fusion,2017,E3495-82,España,Europa,Ford,Sedan,No,Manual,No,1116,154700892.03
Focus,2023,Y3016-46,Alemania,Europa,Ford,Compacto,No,Automático,No,965,35588108.86
Cherokee,2021,Z1788-29,México,América,Jeep,SUV Mediano,No,Automático,No,4702,5873642.04
Kona,2015,I5319-34,India,Asia,Hyundai,SUV Subcompacto,No,Automático,No,3096,241699832.72
Corolla,2022,S2952-87,China,Asia,Toyota,Compacto,No,Manual,No,1300,106139019.39
CX-5,2017,Q3570-23,Sudáfrica,África,Mazda,SUV Compacto,No,Manual,No,1932,209515929.4
Camry,2016,F6968-61,Australia,Oceanía,Toyota,Sedan Mediano,No,Automático,No,1326,87266851.18
Silverado,2016,F7007-92,Estados Unidos,América,Chevrolet,Pickup Grande,No,Manual,No,707,153716883.89
Tucson,2024,U4879-79,Francia,Europa,Hyundai,SUV Compacto,No,Automático,Sí,3441,247862588.6
RAV4,2022,U2637-96,Corea del Sur,Asia,Toyota,SUV Compacto,No,Automático,No,4086,180377538.36
Mustang,2021,R6315-91,Alemania,Europa,Ford,Deportivo,No,Automático,No,1507,71947496.46
Fusion,2023,W9991-50,Estados Unidos,América,Ford,Sedan,No,Manual,Sí,3291,98025412.26
Tucson,2022,P3969-34,Sudáfrica,África,Hyundai,SUV Compacto,No,Manual,No,3167,36857714.69
Tucson,2019,R2576-81,Australia,Oceanía,Hyundai,SUV Compacto,No,Automático,No,2353,171503506.03
Golf,2023,N6828-86,Italia,Europa,Volkswagen,Compacto,No,Automático,Sí,4284,115215684.85
Kona,2016,E6310-51,India,Asia,Hyundai,SUV Subcompacto,No,Manual,No,2199,55820061.26
Q5,2020,L2790-26,India,Asia,Audi,SUV Premium,No,Automático,No,774,94304371.78
Silverado,2022,M1553-27,China,Asia,Chevrolet,Pickup Grande,No,Automático,No,1644,236925499.76
RAV4,2021,Y1419-13,Brasil,América,Toyota,SUV Compacto,No,Manual,No,2838,187479277.15
Focus,2019,T7872-27,Corea del Sur,Asia,Ford,Compacto,No,Manual,No,3395,34475579.01
Mustang,2019,S7944-91,Sudáfrica,África,Ford,Deportivo,No,Manual,No,3804,48024161.33
Focus,2024,N3138-52,India,Asia,Ford,Compacto,No,Automático,Sí,1779,180579032.27
CX-5,2022,S9107-33,España,Europa,Mazda,SUV Compacto,No,Automático,No,4211,170555716.85
Sprinter,2018,J4710-49,India,Asia,Mercedes-Benz,Comercial,No,Automático,No,4799,76562209.75
Golf,2021,A6202-98,Alemania,Europa,Volkswagen,Compacto,No,Manual,No,2402,121421703.22
C-Class,2021,Z6434-99,Sudáfrica,África,Mercedes-Benz,Sedan Premium,Sí,Automático,No,3370,80182376.7
F-150,2016,J8910-34,Sudáfrica,África,Ford,Pickup Grande,No,Manual,No,879,76310801.74
Corolla,2015,G1566-65,México,América,Toyota,Compacto,No,Manual,No,547,199598378.24
Tucson,2022,B5573-81,India,Asia,Hyundai,SUV Compacto,No,Manual,No,2140,43839606.83
RAV4,2023,V9147-48,Canadá,América,Toyota,SUV Compacto,No,Manual,Sí,1398,249706632.68
Golf,2022,E9734-56,Canadá,América,Volkswagen,Compacto,No,Automático,No,471,186693889.08
F-150,2021,I9537-90,Estados Unidos,América,Ford,Pickup Grande,No,Automático,No,3589,145298106.45
Cherokee,2019,R1546-27,China,Asia,Jeep,SUV Mediano,No,Manual,No,2292,63028140.51
Mustang,2017,L3364-34,Corea del Sur,Asia,Ford,Deportivo,No,Automático,No,2822,229546758.89
Kona,2015,T2720-76,España,Europa,Hyundai,SUV Subcompacto,No,Manual,No,3696,241779110.55
Camry,2023,M9252-83,Reino Unido,Europa,Toyota,Sedan Mediano,No,Manual,No,683,195723134.43
3 Series,2022,R1944-34,Sudáfrica,África,BMW,Sedan Premium,No,Automático,No,2882,171745873.32
Fusion,2015,H3328-86,Alemania,Europa,Ford,Sedan,No,Automático,No,4567,177638252.64
Silverado,2021,O2598-46,España,Europa,Chevrolet,Pickup Grande,No,Manual,No,3878,221611513.86
Focus,2024,G4170-28,Australia,Oceanía,Ford,Compacto,No,Manual,Sí,3900,224003459.14
Civic,2019,Z7936-63,Corea del Sur,Asia,Honda,Compacto,No,Automático,No,1748,197545395.5
F-150,2015,D9016-44,Brasil,América,Ford,Pickup Grande,No,Manual,No,3458,247005885.71
Tucson,2020,S5009-22,Italia,Europa,Hyundai,SUV Compacto,No,Manual,No,3380,92028947.13
Model 3,2024,M8866-85,Argentina,América,Tesla,Sedan,Sí,Automático,Sí,2902,78175884.7
Corolla,2016,L8675-11,Japón,Asia,Toyota,Compacto,No,Automático,No,1924,208754783.18
Golf,2017,J9028-22,Japón,Asia,Volkswagen,Compacto,No,Automático,No,4209,145641393.01
F-150,2024,V4874-67,China,Asia,Ford,Pickup Grande,No,Automático,Sí,3991,39110435.96
Civic,2020,T8017-70,Corea del Sur,Asia,Honda,Compacto,No,Automático,No,1338,200983586.69
3 Series,2015,W8043-52,Argentina,América,BMW,Sedan Premium,No,Automático,No,2045,46630270.09
F-150,2020,K8577-82,España,Europa,Ford,Pickup Grande,No,Automático,No,736,169591546.53
Mustang,2020,N7299-50,Italia,Europa,Ford,Deportivo,No,Manual,No,4830,66189383.99
Cherokee,2022,D3360-49,Brasil,América,Jeep,SUV Mediano,No,Manual,No,3316,65829656.01
CX-5,2018,T9582-26,Italia,Europa,Mazda,SUV Compacto,No,Manual,No,4474,179324970.21
Civic,2022,B1398-64,Italia,Europa,Honda,Compacto,No,Automático,No,3782,51911917.41
Tucson,2015,H5610-41,México,América,Hyundai,SUV Compacto,No,Manual,No,2418,51974416.01
Camry,2024,M7353-94,Brasil,América,Toyota,Sedan Mediano,No,Manual,Sí,2101,44664217.15
C-Class,2021,D8975-39,México,América,Mercedes-Benz,Sedan Premium,No,Automático,No,450,136437383.31
Kona,2021,S8095-11,Sudáfrica,África,Hyundai,SUV Subcompacto,Sí,Manual,No,1152,221288063.01
Camry,2021,V2831-52,Canadá,América,Toyota,Sedan Mediano,No,Automático,No,3077,187476218.32
Mustang,2019,T9199-31,Japón,Asia,Ford,Deportivo,No,Manual,No,1639,3499183.18
Corolla,2022,G9503-12,Estados Unidos,América,Toyota,Compacto,No,Automático,No,3896,172041184.58
Silverado,2018,L8194-91,Francia,Europa,Chevrolet,Pickup Grande,No,Manual,No,4155,81541790.71
Sprinter,2022,U6728-33,México,América,Mercedes-Benz,Comercial,No,Automático,No,2671,231914694.08
3 Series,2019,I6333-69,Australia,Oceanía,BMW,Sedan Premium,No,Manual,No,2979,172477880.78
F-150,2017,W6050-39,Argentina,América,Ford,Pickup Grande,No,Manual,No,571,49548542.91
Cherokee,2023,N2098-60,India,Asia,Jeep,SUV Mediano,No,Manual,Sí,3222,9630359.9
Sprinter,2021,T2607-78,Sudáfrica,África,Mercedes-Benz,Comercial,No,Automático,No,2156,233140471.27
Silverado,2019,T7562-29,Reino Unido,Europa,Chevrolet,Pickup Grande,No,Manual,No,68,190801320.9
Corolla,2024,P1965-92,España,Europa,Toyota,Compacto,No,Manual,Sí,2153,240435022.33
CX-5,2021,F4122-94,España,Europa,Mazda,SUV Compacto,No,Manual,No,3210,141949319.27
Q5,2020,R9042-33,Reino Unido,Europa,Audi,SUV Premium,No,Manual,No,3413,28564492.62
Q5,2020,A3877-45,Francia,Europa,Audi,SUV Premium,No,Manual,No,2682,145762657.8
CX-5,2021,L9298-85,Alemania,Europa,Mazda,SUV Compacto,No,Manual,No,1716,133839316.35
Focus,2016,Z6879-16,Australia,Oceanía,Ford,Compacto,No,Manual,No,3158,40684926.57
Fusion,2019,J4079-33,Brasil,América,Ford,Sedan,No,Manual,No,4135,172155698.51
Silverado,2023,U5564-29,Australia,Oceanía,Chevrolet,Pickup Grande,No,Automático,No,2137,132941923.66
Tucson,2020,X5975-23,España,Europa,Hyundai,SUV Compacto,No,Automático,No,3434,96420434.39
Silverado,2024,C6053-99,Estados Unidos,América,Chevrolet,Pickup Grande,No,Automático,Sí,2232,6390583.68
Camry,2015,U3950-80,México,América,Toyota,Sedan Mediano,No,Manual,No,1801,178270837.92
Camry,2019,P8296-66,Estados Unidos,América,Toyota,Sedan Mediano,No,Manual,No,1505,170930752.26
Kona,2022,V5990-39,Canadá,América,Hyundai,SUV Subcompacto,No,Automático,No,1493,158831386.55
C-Class,2022,W7664-44,China,Asia,Mercedes-Benz,Sedan Premium,No,Manual,No,1305,118773809.07
Tucson,2017,U2989-91,Brasil,América,Hyundai,SUV Compacto,No,Manual,No,3451,124873164.38
Golf,2023,X6734-50,Argentina,América,Volkswagen,Compacto,No,Manual,Sí,3355,149149031.41
Focus,2022,D7670-23,Argentina,América,Ford,Compacto,No,Automático,No,190,245993488.85
Corolla,2020,P2137-66,Argentina,América,Toyota,Compacto,No,Automático,No,341,60425785.23
Mustang,2019,B7867-95,Argentina,América,Ford,Deportivo,No,Manual,No,1352,59526621.41
Q5,2024,Y1542-88,Sudáfrica,África,Audi,SUV Premium,No,Manual,Sí,2844,25406504.07
Model 3,2023,F5341-20,Japón,Asia,Tesla,Sedan,Sí,Manual,Sí,4958,144842988.72
Sprinter,2023,K8967-56,México,América,Mercedes-Benz,Comercial,No,Manual,Sí,3785,175123145.84
Fusion,2022,I4147-75,Sudáfrica,África,Ford,Sedan,No,Manual,No,2421,78799322.19
Camry,2018,Q7111-89,Japón,Asia,Toyota,Sedan Mediano,No,Automático,No,4260,185766436.76
Cherokee,2023,Y3669-43,Brasil,América,Jeep,SUV Mediano,No,Manual,Sí,4493,238680541.88
Mustang,2023,S8995-95,Italia,Europa,Ford,Deportivo,No,Manual,No,2078,141984318.7
3 Series,2015,Z2546-28,Australia,Oceanía,BMW,Sedan Premium,No,Automático,No,2928,137326299.48
Cherokee,2015,T1220-76,Argentina,América,Jeep,SUV Mediano,No,Automático,No,2718,24830598.43
Camry,2015,D1562-26,España,Europa,Toyota,Sedan Mediano,No,Automático,No,1087,206083125.85
CX-5,2022,S4790-90,India,Asia,Mazda,SUV Compacto,No,Manual,No,3998,25816108.38
3 Series,2017,E1219-72,Australia,Oceanía,BMW,Sedan Premium,No,Manual,No,3930,74206894.04
Mustang,2016,V9215-22,Australia,Oceanía,Ford,Deportivo,No,Manual,No,4413,247123973.81
Tucson,2022,J1597-60,Francia,Europa,Hyundai,SUV Compacto,Sí,Automático,No,2604,72483686.68
Golf,2017,S5503-51,China,Asia,Volkswagen,Compacto,No,Manual,No,856,127095784.87
Camry,2024,M8952-76,Estados Unidos,América,Toyota,Sedan Mediano,No,Automático,No,1942,58543016.64
Camry,2021,B8492-89,México,América,Toyota,Sedan Mediano,No,Automático,No,972,249902200.57
Kona,2017,P6632-41,Brasil,América,Hyundai,SUV Subcompacto,Sí,Automático,No,2271,237297109.84
3 Series,2019,N4279-63,India,Asia,BMW,Sedan Premium,No,Automático,No,999,222712424.16
Model 3,2021,K4430-75,Italia,Europa,Tesla,Sedan,Sí,Automático,No,1525,206288703.46
Sprinter,2018,T9453-64,Brasil,América,Mercedes-Benz,Comercial,No,Automático,No,1065,211280021.99
CX-5,2018,R9426-93,Sudáfrica,África,Mazda,SUV Compacto,No,Automático,No,3808,55105988.0
CR-V,2022,D8469-62,Estados Unidos,América,Honda,SUV Compacto,No,Automático,No,1072,168687620.8
Camry,2018,Z6644-99,Francia,Europa,Toyota,Sedan Mediano,No,Automático,No,3426,223652087.34
Focus,2017,I8491-55,China,Asia,Ford,Compacto,No,Automático,No,3349,150642961.68
Golf,2021,N8021-31,Japón,Asia,Volkswagen,Compacto,No,Automático,No,1996,183285097.4
Golf,2023,U9907-19,México,América,Volkswagen,Compacto,No,Manual,Sí,3171,213346637.67
Mustang,2019,B8269-29,Francia,Europa,Ford,Deportivo,No,Manual,No,410,19132702.94
3 Series,2016,I7478-83,Reino Unido,Europa,BMW,Sedan Premium,No,Manual,No,3521,169930570.03
Fusion,2019,F4539-99,Argentina,América,Ford,Sedan,No,Automático,No,1060,243624605.87
CR-V,2015,S5409-58,México,América,Honda,SUV Compacto,No,Manual,No,3274,188506482.56
Silverado,2015,A6375-19,India,Asia,Chevrolet,Pickup Grande,No,Automático,No,4409,224578860.85
CR-V,2024,G5982-61,Estados Unidos,América,Honda,SUV Compacto,No,Automático,No,3333,116168712.37
Model 3,2022,N3631-70,China,Asia,Tesla,Sedan,Sí,Automático,No,1638,133958755.44
RAV4,2019,N7225-15,Reino Unido,Europa,Toyota,SUV Compacto,No,Manual,No,3324,91172623.93
Mustang,2019,B7988-27,Japón,Asia,Ford,Deportivo,No,Automático,No,240,182892079.33
Silverado,2016,I5822-58,México,América,Chevrolet,Pickup Grande,No,Manual,No,2176,179322538.63
F-150,2023,T8767-44,Estados Unidos,América,Ford,Pickup Grande,No,Manual,Sí,2751,23206328.56
Focus,2023,R7245-34,India,Asia,Ford,Compacto,No,Manual,Sí,3022,88988826.72
Cherokee,2017,Y2570-86,México,América,Jeep,SUV Mediano,No,Automático,No,3699,233561028.46
F-150,2024,Z1710-69,Francia,Europa,Ford,Pickup Grande,No,Automático,Sí,3573,61769140.86
Corolla,2022,M8836-13,Estados Unidos,América,Toyota,Compacto,No,Automático,No,4683,123173566.07
Sprinter,2017,Q7413-65,Francia,Europa,Mercedes-Benz,Comercial,Sí,Manual,No,2535,246782753.84
C-Class,2022,W8822-70,Argentina,América,Mercedes-Benz,Sedan Premium,No,Automático,No,3260,96408837.61
Focus,2017,H1548-62,Australia,Oceanía,Ford,Compacto,No,Manual,No,2921,146442275.38
Camry,2017,K4093-87,España,Europa,Toyota,Sedan Mediano,No,Manual,No,3208,233743209.95
Golf,2015,P2393-99,Reino Unido,Europa,Volkswagen,Compacto,Sí,Manual,No,2279,240501322.24
CX-5,2021,W4361-68,Argentina,América,Mazda,SUV Compacto,No,Manual,No,2432,138977684.53
Camry,2024,Y2634-81,España,Europa,Toyota,Sedan Mediano,No,Automático,Sí,2055,163511100.08
C-Class,2023,V9272-56,España,Europa,Mercedes-Benz,Sedan Premium,No,Manual,Sí,989,139915198.34
Civic,2017,J1293-10,Brasil,América,Honda,Compacto,No,Automático,No,3132,219286008.15
3 Series,2017,Z9222-59,India,Asia,BMW,Sedan Premium,No,Automático,No,1554,62459253.71
Tucson,2016,L3229-16,Australia,Oceanía,Hyundai,SUV Compacto,No,Manual,No,2788,92614394.37
Cherokee,2023,M9528-62,Corea del Sur,Asia,Jeep,SUV Mediano,No,Manual,Sí,144,249332813.38
Kona,2022,L5763-93,Sudáfrica,África,Hyundai,SUV Subcompacto,No,Automático,No,2823,215370831.27
Civic,2023,K7643-90,Francia,Europa,Honda,Compacto,No,Automático,Sí,1964,167320335.78
CX-5,2024,L5522-35,Brasil,América,Mazda,SUV Compacto,No,Automático,No,1425,129784957.02
Kona,2017,R7836-58,España,Europa,Hyundai,SUV Subcompacto,No,Automático,No,2232,13099428.84
3 Series,2022,V7874-11,Sudáfrica,África,BMW,Sedan Premium,No,Automático,No,4901,82432870.24
Tucson,2023,R3510-57,Canadá,América,Hyundai,SUV Compacto,No,Automático,Sí,4913,4548348.13
Sprinter,2017,C4029-45,Reino Unido,Europa,Mercedes-Benz,Comercial,No,Automático,No,3078,232246217.17
C-Class,2015,V5031-94,Corea del Sur,Asia,Mercedes-Benz,Sedan Premium,No,Automático,No,701,186591563.2
CX-5,2020,B3390-49,Alemania,Europa,Mazda,SUV Compacto,No,Manual,No,2180,72780623.84
Camry,2016,E5798-74,China,Asia,Toyota,Sedan Mediano,No,Automático,No,1317,221181876.64
Golf,2021,K4243-49,India,Asia,Volkswagen,Compacto,No,Automático,No,4721,207902354.09
Focus,2022,N8139-24,Argentina,América,Ford,Compacto,No,Manual,No,4336,9662835.01
Kona,2023,O5227-10,India,Asia,Hyundai,SUV Subcompacto,Sí,Manual,Sí,3091,57013324.66
F-150,2018,W7484-46,España,Europa,Ford,Pickup Grande,No,Manual,No,3593,200757002.86
Corolla,2018,V4773-23,China,Asia,Toyota,Compacto,No,Manual,No,4384,156883956.45
CR-V,2021,Z1901-30,Argentina,América,Honda,SUV Compacto,No,Manual,No,676,174205905.57
CR-V,2021,L4942-42,Estados Unidos,América,Honda,SUV Compacto,No,Automático,No,2934,99052686.48
Focus,2022,H1110-14,Corea del Sur,Asia,Ford,Compacto,No,Automático,No,3477,21324998.89
Mustang,2015,L2586-44,Corea del Sur,Asia,Ford,Deportivo,No,Manual,No,3356,212766263.7
F-150,2018,G1972-72,Alemania,Europa,Ford,Pickup Grande,No,Automático,No,1977,15421412.4
RAV4,2022,S3463-24,Brasil,América,Toyota,SUV Compacto,No,Automático,No,3176,84590547.92
Focus,2022,N2307-76,China,Asia,Ford,Compacto,No,Manual,No,455,204597748.26
Model 3,2017,K3318-80,Brasil,América,Tesla,Sedan,Sí,Manual,No,2833,128351935.2
Corolla,2020,G2617-32,Sudáfrica,África,Toyota,Compacto,No,Automático,No,3153,140052653.0
3 Series,2021,R2781-89,Canadá,América,BMW,Sedan Premium,No,Automático,No,1863,117659647.15
Model 3,2019,V7099-41,Italia,Europa,Tesla,Sedan,Sí,Automático,No,2427,18818104.17
RAV4,2016,H8313-28,Australia,Oceanía,Toyota,SUV Compacto,No,Automático,No,2151,206546867.98
Golf,2022,E2601-27,España,Europa,Volkswagen,Compacto,No,Automático,No,3329,97574722.69
Q5,2024,S5064-55,Francia,Europa,Audi,SUV Premium,No,Automático,Sí,3576,192849700.88
3 Series,2016,B6514-88,Francia,Europa,BMW,Sedan Premium,No,Automático,No,4415,8483561.25
Kona,2021,X1567-25,Estados Unidos,América,Hyundai,SUV Subcompacto,No,Manual,No,4472,249667152.06
Silverado,2015,U5658-11,Japón,Asia,Chevrolet,Pickup Grande,No,Manual,No,3307,134295583.91
Civic,2020,O8662-65,España,Europa,Honda,Compacto,No,Manual,No,1980,77249498.85
Sprinter,2024,C7390-22,India,Asia,Mercedes-Benz,Comercial,No,Automático,Sí,3955,75568790.46
CX-5,2020,I8768-28,Reino Unido,Europa,Mazda,SUV Compacto,No,Manual,No,4923,86724089.61
